mol_id,smiles,pred_lambda,pred_phi,dist_lambda,score_lambda,score_phi,combined_score
1377,CCCCCCCCN1c2ccc(C#Cc3ccc(OC)cc3)cc2Sc2cc(C=O)ccc21,387.31677,0.24874869,412.68323,2.0036452e-05,0.24874869,4.984041e-06
4201,CCN1c2ccc(C=NNc3ccccn3)cc2Sc2cc(-c3ccc(OC)cc3)ccc21,387.0893,0.25083092,412.9107,1.9849193e-05,0.25083092,4.9787914e-06
4342,Cc1ccccc1Oc1ccc2c3c(cccc13)C(=O)N(CCO)C2=O,383.38348,0.29227802,416.61652,1.7021184e-05,0.29227802,4.9749183e-06
5047,Cc1ccc2c(c1)C1(c3ccccc3Oc3ccccc31)c1cc(C)ccc1N2c1ccc(-c2nc(-c3ccccc3)cc(-c3ccccc3)n2)cc1,379.90897,0.3377597,420.09103,1.4718446e-05,0.3377597,4.971298e-06
6208,O=c1c2cc(F)c(O)cc2n(-c2ccccc2)c2cc(O)c(F)cc12,382.1867,0.3066893,417.8133,1.6192176e-05,0.3066893,4.965967e-06
5746,CCCCCCCCCn1c(-c2cc(-c3nc4ccccc4n3CCCCCCCCC)cc(-c3nc4ccccc4n3CCCCCCCCC)c2)nc2ccccc21,391.10733,0.2117753,408.89267,2.3412367e-05,0.2117753,4.9581613e-06
2278,CCn1c2ccccc2c2cccc(N(c3ccccc3)c3ccccc3)c21,386.33908,0.2575396,413.66092,1.9243194e-05,0.2575396,4.9558844e-06
2703,O=C(O)CCCOc1cc2ccc3cccc4ccc(c1)c2c34,385.008,0.27205762,414.992,1.8210665e-05,0.27205762,4.95435e-06
6411,COc1ccc(C#Cc2cc3ccccc3oc2=O)cc1,386.52954,0.25510836,413.47046,1.939536e-05,0.25510836,4.9479186e-06
862,C[P+]1(c2ccccc2)C2=C(c3ccccc31)S(=O)(=O)c1ccccc12,391.90604,0.20443597,408.09396,2.4188843e-05,0.20443597,4.9450696e-06
5388,CC(C)(C)NC(=O)c1ccc(Br)c2ccc3c4ccc(F)cc4c4cc(F)ccc4c3c12,383.16785,0.29290542,416.83215,1.6868926e-05,0.29290542,4.9409996e-06
3667,CC(=O)OCC1OC(C2C=C(I)C(=S)NC2=O)C(OC(C)=O)C1OC(C)=O,387.96094,0.23964849,412.03906,2.0575806e-05,0.23964849,4.930961e-06
